fid,REGION,COMMUNE,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage,Wetland_percentage,Bare_percentage,Impervious_percentage,Water_percentage,Irrigated_percentage,Forest_percentage,Shrubland_percentage,Grassland_percentage
475,THIES,SANDIARA,2,Tropics lowland; semi-arid with soil/terrain limitations,43652.72517,3.987278513,47454.19936,4.274767982,47746.80265,4.269206245,52456.4546,4.672764529,0.834,0,0,0.014,0,0,0.021,0.078,0.053
476,THIES,SESSENE,2,Tropics lowland; semi-arid with soil/terrain limitations,34743.85912,3.070873176,36717.07499,3.205051937,35357.76312,3.043360572,40132.71724,3.431026523,0.938,0,0,0.011,0,0,0.003,0.018,0.03
477,THIES,THIADIAYE,2,Tropics lowland; semi-arid with soil/terrain limitations,13909.72808,11.61079139,14838.34261,12.22268749,14676.00945,12.03938429,14983.3797,12.2915338,0.777,0,0,0.141,0,0,0.008,0.04,0.032
478,SEDHIOU,BAGHERE,2,Tropics lowland; semi-arid with soil/terrain limitations,12405.1875,6.355116546,13073.99016,6.667001614,13273.76773,6.755098082,13712.74209,6.9784947,0.005,0.001,0,0.008,0,0,0.961,0.016,0.009
479,SEDHIOU,DIOUBOUDOU,2,Tropics lowland; semi-arid with soil/terrain limitations,6121.481634,5.529793707,5990.764637,5.397085259,5887.017824,5.294080777,6218.376878,5.58704122,0.006,0.008,0,0.006,0.136,0,0.756,0.024,0.064
480,SEDHIOU,NIAGHA,2,Tropics lowland; semi-arid with soil/terrain limitations,14747.70286,4.87205248,15507.13605,5.092655517,15193.90121,4.973453751,16440.03244,5.376073393,0.007,0,0,0.004,0,0,0.979,0.01,0
481,SEDHIOU,SIMBANDI BRASSOU,2,Tropics lowland; semi-arid with soil/terrain limitations,15434.62095,7.109452304,15608.94411,7.179827095,16815.38888,7.731213276,16959.39149,7.790257917,0.005,0.002,0,0.011,0.071,0,0.868,0.017,0.027
482,SEDHIOU,TANAFF,2,Tropics lowland; semi-arid with soil/terrain limitations,8011.162919,13.71774472,8628.882292,14.67496989,9313.957409,15.81317047,8657.418079,14.69850268,0.006,0.002,0,0.064,0,0,0.85,0.024,0.054
483,THIES,POPENGUINE,2,Tropics lowland; semi-arid with soil/terrain limitations,17004.47711,14.90313507,17618.053,15.21420812,18725.52285,16.12878799,18560.87333,15.986971,0.031,0.003,0.005,0.099,0.001,0,0.173,0.552,0.134
484,THIES,SINDIA,2,Tropics lowland; semi-arid with soil/terrain limitations,94424.90216,7.037181559,101278.9761,7.502702137,107891.1661,7.967151532,112388.6911,8.286418281,0.361,0.005,0.001,0.026,0,0,0.149,0.336,0.121
485,THIES,NGAPAROU,2,Tropics lowland; semi-arid with soil/terrain limitations,23178.54084,27.85882312,24314.93056,29.22467615,25349.88735,30.46861461,23811.0937,28.61910301,0.041,0.001,0.005,0.477,0.002,0,0.02,0.339,0.115
486,THIES,SALY PORTUDAL,2,Tropics lowland; semi-arid with soil/terrain limitations,65699.14962,34.39746053,64507.95155,33.77379662,65830.09296,34.46601726,61635.35831,32.2698211,0.078,0.001,0.005,0.59,0,0.001,0.015,0.225,0.085
487,THIES,DIASS,2,Tropics lowland; semi-arid with soil/terrain limitations,77562.29944,7.157174443,84023.11128,7.714204121,88758.81083,8.08810013,91897.89578,8.356633243,0.135,0,0.008,0.032,0,0,0.111,0.51,0.197
488,THIES,MALICOUNDA,2,Tropics lowland; semi-arid with soil/terrain limitations,121942.5524,9.606314195,127281.2317,10.02688134,134188.6823,10.57103216,134966.6871,10.60475266,0.538,0.001,0.001,0.059,0.001,0,0.091,0.196,0.113
489,THIES,NGUEKHOKH,2,Tropics lowland; semi-arid with soil/terrain limitations,39972.68347,14.57261519,39324.01568,14.32047184,41327.32643,15.01174225,41859.9174,15.16663674,0.416,0,0,0.176,0,0.001,0.051,0.247,0.109
490,THIES,SOMONE,2,Tropics lowland; semi-arid with soil/terrain limitations,17163.33318,23.67356301,16995.07566,23.44148368,18057.20306,24.90648698,17571.72135,24.23685704,0.016,0.144,0.007,0.304,0.01,0,0.048,0.26,0.209
491,ZIGUINCHOR,DJIBIDIONE,2,Tropics lowland; semi-arid with soil/terrain limitations,11776.04475,2.44012531,11529.20415,2.343810562,11073.04248,2.216381601,11877.48562,2.36226842,0.005,0.001,0,0.002,0,0,0.963,0.012,0.01
492,ZIGUINCHOR,OULAMPANE,2,Tropics lowland; semi-arid with soil/terrain limitations,14788.40428,2.461042483,14487.64442,2.401001726,13761.7339,2.25972642,14396.60925,2.353156137,0.01,0.001,0,0.002,0.007,0,0.946,0.019,0.016
493,ZIGUINCHOR,SINDIAN,2,Tropics lowland; semi-arid with soil/terrain limitations,9675.516333,2.817564453,9597.309348,2.768188448,8859.135871,2.541347066,9420.014147,2.700692129,0.005,0,0,0.004,0,0,0.976,0.014,0.001
494,ZIGUINCHOR,SUELLE,2,Tropics lowland; semi-arid with soil/terrain limitations,12340.34836,2.899517942,12435.68759,2.905534483,12211.70063,2.843898609,12929.09015,2.989385005,0.005,0.004,0,0.005,0.009,0,0.849,0.024,0.104
495,FATICK,SOKONE,1,Tropics lowland; semi-arid no soil/terrain limitations,24650.2939,28.36627607,23842.02608,27.43616349,24508.79897,28.20345106,22392.35129,25.50381696,0.331,0.006,0,0.337,0,0.001,0.082,0.131,0.112
496,DIOURBEL,SADIO,2,Tropics lowland; semi-arid with soil/terrain limitations,24478.02385,3.29138414,26130.72703,3.506538786,27105.98194,3.622825708,30118.52462,4.00618843,0.561,0,0,0.005,0,0,0,0.001,0.433
497,DIOURBEL,TAIF,2,Tropics lowland; semi-arid with soil/terrain limitations,24941.40696,3.81658867,26346.82938,4.020575214,27050.85989,4.08561545,29623.91876,4.450040373,0.641,0,0,0.003,0,0,0,0.002,0.353
498,FATICK,DIARRERE,2,Tropics lowland; semi-arid with soil/terrain limitations,36701.48407,3.033180502,36665.39421,3.030197868,37195.8379,3.032186997,38892.36439,3.121377559,0.924,0,0,0.012,0,0,0.001,0.01,0.053
499,FATICK,DIOUROUP,2,Tropics lowland; semi-arid with soil/terrain limitations,30456.53214,2.703162522,31020.20435,2.752214032,31482.30888,2.778668039,31883.02402,2.811058369,0.555,0.006,0.047,0.009,0.002,0,0,0.031,0.346
500,FATICK,TATTAGUINE,2,Tropics lowland; semi-arid with soil/terrain limitations,35592.19088,3.026289506,36968.70552,3.135332501,37797.39568,3.158468763,38640.42557,3.213875536,0.877,0,0,0.016,0,0,0.002,0.034,0.07
501,ZIGUINCHOR,KARTIACK,50,Land with severe soil/terrain limitations,7892.883484,4.229841096,8152.24601,4.368834946,8004.936403,4.289890891,7972.722665,4.23405346,0.003,0.134,0.003,0.011,0.099,0.002,0.404,0.051,0.293
502,ZIGUINCHOR,BALINGHORE,2,Tropics lowland; semi-arid with soil/terrain limitations,6422.808111,3.800478172,6595.04929,3.90239603,7382.326734,4.337442265,7638.076666,4.404888504,0.006,0.016,0.002,0.006,0.001,0.001,0.769,0.047,0.152
503,ZIGUINCHOR,DIEGOUNE,2,Tropics lowland; semi-arid with soil/terrain limitations,6848.504305,2.879942937,7111.609621,2.990584365,7055.7227,2.967082717,7472.736248,3.079001338,0.003,0.002,0,0.006,0.009,0.001,0.845,0.041,0.094
504,ZIGUINCHOR,MANGAGOULACK,50,Land with severe soil/terrain limitations,14314.89252,3.550320565,14473.11303,3.589561765,14068.94899,3.485864468,14343.68855,3.521651989,0.001,0.479,0.001,0.002,0.254,0,0.175,0.019,0.07
505,ZIGUINCHOR,MLOMP,2,Tropics lowland; semi-arid with soil/terrain limitations,3945.474065,2.792267562,3997.760744,2.829271581,4655.817859,3.294987869,4627.522491,3.256525328,0.002,0.173,0.003,0.004,0.054,0.003,0.572,0.058,0.13
506,ZIGUINCHOR,THIONCK ESSYL,50,Land with severe soil/terrain limitations,7856.024195,4.834476428,8064.877303,4.963001417,9265.893086,5.702088053,8968.450108,5.505494235,0.001,0.455,0.009,0.013,0.116,0.001,0.147,0.056,0.202
507,ZIGUINCHOR,COUBALAN,2,Tropics lowland; semi-arid with soil/terrain limitations,9920.798337,3.511787022,10233.3904,3.613485312,9886.37534,3.435154739,9960.793267,3.44068852,0.003,0.09,0,0.004,0.29,0.001,0.452,0.03,0.128
508,ZIGUINCHOR,NIAMONE,2,Tropics lowland; semi-arid with soil/terrain limitations,11493.79962,3.024684112,11840.2811,3.115863448,11319.0678,2.966212735,11500.65883,3.008281148,0.001,0.19,0.003,0.002,0.124,0,0.497,0.02,0.162
509,ZIGUINCHOR,OUONCK,2,Tropics lowland; semi-arid with soil/terrain limitations,9634.020227,2.60801847,10180.38898,2.740346968,9789.412597,2.618890475,9890.452558,2.643799133,0.021,0.006,0,0.003,0.052,0.001,0.714,0.044,0.158
510,ZIGUINCHOR,TENGHORI,2,Tropics lowland; semi-arid with soil/terrain limitations,29124.85257,4.232033213,29141.68135,4.218541018,29304.75613,4.209848604,29297.14492,4.196697453,0.004,0.002,0,0.016,0.001,0,0.89,0.03,0.057
511,DAKAR,DIAMAGUENE SICAP MBAO,56,Dominantly built-up land,85204.35825,137.6483978,84855.47019,137.0847661,83888.93578,135.5233211,84575.44677,136.6323857,0.003,0.001,0.003,0.83,0,0,0.036,0.025,0.1
512,DAKAR,MBAO,56,Dominantly built-up land,181319.1933,79.21327798,183446.6545,80.00290207,189253.667,82.35581678,188243.4245,81.77385946,0.005,0.002,0.015,0.565,0.002,0.001,0.047,0.22,0.143
513,DAKAR,THIAROYE GARE,56,Dominantly built-up land,22517.0822,116.067434,22614.64495,116.5703348,22505.06815,116.0055059,22859.53053,117.8326316,0.001,0,0.006,0.839,0,0,0.001,0.01,0.142
514,DAKAR,THIAROYE SUR MER,56,Dominantly built-up land,49172.32015,114.3542329,48850.66666,113.6062015,49401.01505,114.8860815,49510.72525,115.1412215,0,0.001,0.013,0.933,0.002,0,0.001,0.003,0.045
515,DAKAR,TIVAOUANE DIACKSAO,56,Dominantly built-up land,21441.19541,166.2108171,20828.12455,161.4583299,20517.57174,159.0509437,20409.08568,158.2099665,0,0,0.004,0.946,0,0,0,0,0.049
516,THIES,NDIEYENE SIRAKH,2,Tropics lowland; semi-arid with soil/terrain limitations,27129.04995,6.086840913,29190.2829,6.296437209,29694.73214,6.324756579,31913.31182,6.797297512,0.817,0,0,0.03,0,0,0,0.012,0.141
517,THIES,NGOUDIANE,2,Tropics lowland; semi-arid with soil/terrain limitations,30032.86131,8.615278632,30914.91983,8.637865279,31727.6262,8.635717527,33170.222,9.025910747,0.474,0,0.003,0.071,0,0,0,0.057,0.395
518,THIES,THIENABA,2,Tropics lowland; semi-arid with soil/terrain limitations,31670.49354,6.189269794,33566.96297,6.426759136,34577.9557,6.471636851,37383.73047,6.966777949,0.767,0,0,0.02,0,0,0.004,0.07,0.139
519,THIES,TOUBA TOUL,2,Tropics lowland; semi-arid with soil/terrain limitations,51642.06084,7.225697613,53856.1321,7.499809512,57715.75036,7.906267173,61619.40499,8.275504296,0.813,0,0,0.032,0,0,0,0.009,0.146
520,THIES,THIES NORD,2,Tropics lowland; semi-arid with soil/terrain limitations,103023.096,23.11489702,101453.6638,22.76276953,103849.1346,23.30023213,101340.2863,22.73733146,0.056,0,0,0.188,0,0.001,0.043,0.497,0.216
521,THIES,THIES OUEST,56,Dominantly built-up land,72903.65575,47.40159672,68742.92195,44.69630816,66166.02797,43.02082443,62780.86586,40.81980875,0.001,0,0.001,0.752,0,0,0.004,0.093,0.148
522,THIES,THIES EST,56,Dominantly built-up land,88366.90795,50.12303343,83353.39381,47.27929314,82100.48004,46.56862169,78310.36858,44.41881372,0.035,0,0,0.731,0,0,0.009,0.103,0.121
523,SAINT LOUIS,NIANDANE,52,Dominantly hydromorphic soils,5074.566579,5.110338951,5552.940781,5.536331786,5781.192679,5.723953148,5547.364385,5.487007305,0.015,0.027,0,0.012,0,0.013,0.012,0.312,0.602
524,SAINT LOUIS,FANAYE,53,Desert/Arid climate,55599.1461,3.689882274,56420.74749,3.709938683,57111.17527,3.745731965,57489.40705,3.756986476,0.002,0.005,0.001,0.002,0,0.005,0.001,0.018,0.956
525,SAINT LOUIS,NDIAYENE PEINDAO,53,Desert/Arid climate,46379.76929,3.107730454,48806.52884,3.253334812,49405.92088,3.275385898,50914.69912,3.358046374,0.001,0.006,0.003,0.001,0,0.004,0.002,0.018,0.952
526,FATICK,KARANG POSTE,2,Tropics lowland; semi-arid with soil/terrain limitations,22183.98173,21.94261299,21821.24569,21.58382363,23209.62943,22.95710132,21534.03666,21.27869235,0.414,0,0,0.232,0,0,0.236,0.089,0.015
527,FATICK,KEUR SALOUM DIANE,2,Tropics lowland; semi-arid with soil/terrain limitations,26001.075,4.64222014,26004.63404,4.590403185,25959.00957,4.541464236,28072.50365,4.816006802,0.559,0.04,0,0.008,0,0,0.253,0.116,0.024
528,FATICK,KEUR SAMBA GUEYE,2,Tropics lowland; semi-arid with soil/terrain limitations,28293.73842,4.936963605,28725.27897,4.977521915,28411.56955,4.886750869,30375.70967,5.190654421,0.603,0.001,0,0.009,0,0,0.299,0.073,0.015
529,FATICK,NIORO ALASSANE TALL,2,Tropics lowland; semi-arid with soil/terrain limitations,32100.46038,5.06396283,33202.69481,5.202553244,34836.55545,5.437264781,37320.16043,5.66745033,0.779,0.001,0,0.015,0,0,0.11,0.062,0.033
530,FATICK,TOUBACOUTA,2,Tropics lowland; semi-arid with soil/terrain limitations,56116.84505,6.343753679,57756.96506,6.486631296,59340.44516,6.653262155,59961.6653,6.649109037,0.1,0.365,0.001,0.005,0.106,0,0.322,0.041,0.06
531,MATAM,RANEROU,53,Desert/Arid climate,3987.437012,6.182072887,4467.522785,6.90498112,5478.798723,8.468004208,5445.918374,8.417184503,0.001,0,0.003,0.029,0,0,0,0.007,0.948
532,MATAM,LOUGRE THIOLY,53,Desert/Arid climate,9738.149708,1.180095699,10096.36107,1.221137043,10777.60607,1.297568754,11262.23487,1.350387875,0.001,0,0,0,0,0,0.014,0.056,0.924
533,MATAM,OUDALAYE,53,Desert/Arid climate,48351.70283,1.191075325,50319.50439,1.237446006,52324.56577,1.281271506,55327.69034,1.349752149,0.003,0,0,0,0,0,0.007,0.49,0.496
534,MATAM,VELINGARA,2,Tropics lowland; semi-arid with soil/terrain limitations,30811.7495,0.972470316,32660.06046,1.027659937,33881.6252,1.0627529,35998.94341,1.126551194,0.026,0,0,0,0,0,0.002,0.526,0.446
535,KAOLACK,KEUR MADIABEL,2,Tropics lowland; semi-arid with soil/terrain limitations,11586.96748,19.50667925,11652.51565,19.51845167,12275.94222,20.56271728,11931.74383,19.98617057,0.663,0,0,0.216,0,0,0.019,0.058,0.044
536,KAOLACK,KEUR MABA DIAKHOU,2,Tropics lowland; semi-arid with soil/terrain limitations,30106.29715,3.61246666,30624.8746,3.650163838,30687.70328,3.635122398,33066.81706,3.887469676,0.829,0.018,0,0.009,0,0,0.082,0.044,0.016
537,KAOLACK,KEUR MANDONGO,1,Tropics lowland; semi-arid no soil/terrain limitations,12518.23809,3.622175374,13101.16248,3.779908389,14027.17263,4.038920998,15059.86402,4.330035658,0.9,0,0,0.013,0,0,0.047,0.025,0.014
538,KAOLACK,NDRAME ESCALE,2,Tropics lowland; semi-arid with soil/terrain limitations,30658.23337,3.975393331,32034.2498,4.130786564,33010.98242,4.25399258,34697.62346,4.466738345,0.901,0,0,0.013,0,0,0.015,0.046,0.025
539,KAOLACK,WACK NGOUNA,2,Tropics lowland; semi-arid with soil/terrain limitations,44541.3048,4.399141215,45665.66575,4.487585078,45729.77733,4.459266439,48027.37879,4.653364866,0.77,0.067,0,0.012,0.002,0,0.09,0.043,0.016
540,DAKAR,MEDINA GOUNASS,56,Dominantly built-up land,16356.3416,177.7863217,15979.91463,173.6947242,15507.87518,168.5638607,15692.8429,170.5743793,0,0.001,0,0.969,0,0,0,0.001,0.028
541,DAKAR,NDIAREME LIMAMOULAYE,53,Desert/Arid climate,21646.12807,142.4087373,21601.25801,142.1135395,20431.68533,134.4189824,20853.95806,137.1970925,0,0,0.082,0.837,0,0,0.001,0.004,0.064
542,DAKAR,WAKHINANE NIMZATT,56,Dominantly built-up land,58495.31462,127.4407726,59257.41055,128.8204577,57733.28567,125.234893,58997.81188,127.9778999,0,0.004,0.063,0.712,0.001,0,0.017,0.008,0.175
543,MATAM,HAMADY HOUNARE,53,Desert/Arid climate,14201.37701,20.58170581,15032.3006,21.7859429,16408.86057,23.78095734,15681.28609,22.72650158,0.006,0.002,0.003,0.121,0,0,0.001,0.033,0.832
544,MATAM,NDENDORY,53,Desert/Arid climate,58180.69533,5.405118481,58424.79421,5.399204714,58911.20233,5.43110559,61299.27418,5.635678421,0.003,0.005,0.002,0.002,0,0,0.005,0.654,0.323
545,MATAM,WOURO SIDY,2,Tropics lowland; semi-arid with soil/terrain limitations,54230.40074,4.104321558,55107.32332,4.146837484,56614.27994,4.234743058,59972.73075,4.464249721,0.002,0.002,0,0.001,0,0,0.003,0.706,0.283
546,LOUGA,MBEULEUKHE,53,Desert/Arid climate,1939.012499,9.322175477,2067.775007,9.662500033,2419.326533,11.1489702,2341.797959,10.79169566,0.243,0,0,0.083,0,0,0,0.018,0.656
547,LOUGA,KAMB,53,Desert/Arid climate,12309.08502,1.377779832,12509.42389,1.397076601,12282.53405,1.36411973,12912.66036,1.420847311,0.471,0,0,0.001,0,0,0,0.006,0.522
548,LOUGA,MBOULA,53,Desert/Arid climate,12841.93284,1.355206082,12878.63927,1.356788798,12514.96307,1.314596962,13146.10536,1.377132345,0.222,0,0,0.001,0,0,0,0.012,0.765
549,LOUGA,TESSEKERE FORAGE,53,Desert/Arid climate,15763.80396,1.10708645,15389.97958,1.080225983,15364.46674,1.078056886,16247.98549,1.139250139,0.018,0,0,0,0,0,0,0.008,0.974
550,LOUGA,YANG YANG,53,Desert/Arid climate,6361.616788,1.310592663,6442.566808,1.323996467,6233.701516,1.269076041,6548.867289,1.332424677,0.143,0,0,0.001,0,0,0,0.003,0.853
551,DAKAR,YEUMBEUL NORD,56,Dominantly built-up land,119860.9139,133.3269342,120011.979,133.4949711,119435.0909,132.5583694,121769.2475,134.9991658,0.001,0.005,0.011,0.746,0,0.001,0.038,0.033,0.16
552,DAKAR,YEUMBEUL SUD,56,Dominantly built-up land,44684.13233,169.258077,43860.93745,166.1399146,43366.625,164.2675189,43507.9076,164.8026803,0,0,0.002,0.958,0,0,0,0.002,0.037
553,ZIGUINCHOR,ZIGUINCHOR,56,Dominantly built-up land,156294.1707,46.89294052,156567.5326,46.97495727,154841.2038,46.44307253,147329.1938,44.15019291,0.003,0.005,0,0.669,0.017,0.001,0.182,0.081,0.04
